,codigo_ibge,nome,latitude,longitude,capital,codigo_uf,siafi_id,ddd,fuso_horario
584,3552304,SUD MENNUCCI,-20.6872,-50.9238,0,35,7147,18,America/Sao_Paulo
585,3552403,SUMARE,-22.8204,-47.2728,0,35,7149,19,America/Sao_Paulo
586,3552551,SUZANAPOLIS,-20.4981,-51.0268,0,35,2945,18,America/Sao_Paulo
587,3552502,SUZANO,-23.5448,-46.3112,0,35,7151,11,America/Sao_Paulo
588,3552601,TABAPUA,-20.9602,-49.0307,0,35,7153,17,America/Sao_Paulo
589,3552700,TABATINGA,-21.7239,-48.6896,0,35,7155,16,America/Sao_Paulo
590,3552809,TABOAO DA SERRA,-23.6019,-46.7526,0,35,7157,11,America/Sao_Paulo
591,3552908,TACIBA,-22.3866,-51.2882,0,35,7159,18,America/Sao_Paulo
592,3553005,TAGUAI,-23.4452,-49.4024,0,35,7161,14,America/Sao_Paulo
593,3553104,TAIACU,-21.1431,-48.5112,0,35,7163,16,America/Sao_Paulo
594,3553203,TAIUVA,-21.1223,-48.4528,0,35,7165,16,America/Sao_Paulo
595,3553302,TAMBAU,-21.7029,-47.2703,0,35,7167,19,America/Sao_Paulo
596,3553401,TANABI,-20.6228,-49.6563,0,35,7169,17,America/Sao_Paulo
597,3553500,TAPIRAI,-23.9612,-47.5062,0,35,7171,15,America/Sao_Paulo
598,3553609,TAPIRATIBA,-21.4713,-46.7448,0,35,7173,19,America/Sao_Paulo
599,3553658,TAQUARAL,-21.0737,-48.4126,0,35,824,16,America/Sao_Paulo
600,3553708,TAQUARITINGA,-21.4049,-48.5103,0,35,7175,16,America/Sao_Paulo
601,3553807,TAQUARITUBA,-23.5307,-49.241,0,35,7177,14,America/Sao_Paulo
602,3553856,TAQUARIVAI,-23.9211,-48.6948,0,35,3063,15,America/Sao_Paulo
603,3553906,TARABAI,-22.3016,-51.5621,0,35,7179,18,America/Sao_Paulo
604,3553955,TARUMA,-22.7429,-50.5786,0,35,7267,18,America/Sao_Paulo
605,3554003,TATUI,-23.3487,-47.8461,0,35,7181,15,America/Sao_Paulo
606,3554102,TAUBATE,-23.0104,-45.5593,0,35,7183,12,America/Sao_Paulo
607,3554201,TEJUPA,-23.3425,-49.3722,0,35,7185,14,America/Sao_Paulo
608,3554300,TEODORO SAMPAIO,-22.5299,-52.1682,0,35,7187,18,America/Sao_Paulo
609,3554409,TERRA ROXA,-20.787,-48.3314,0,35,7189,17,America/Sao_Paulo
610,3554508,TIETE,-23.1101,-47.7164,0,35,7191,15,America/Sao_Paulo
611,3554607,TIMBURI,-23.2057,-49.6096,0,35,7193,14,America/Sao_Paulo
612,3554656,TORRE DE PEDRA,-23.2462,-48.1955,0,35,3227,15,America/Sao_Paulo
613,3554706,TORRINHA,-22.4237,-48.1731,0,35,7195,14,America/Sao_Paulo
614,3554755,TRABIJU,-22.0388,-48.3342,0,35,826,16,America/Sao_Paulo
615,3554805,TREMEMBE,-22.9571,-45.5475,0,35,7197,12,America/Sao_Paulo
616,3554904,TRES FRONTEIRAS,-20.2344,-50.8905,0,35,7199,17,America/Sao_Paulo
617,3554953,TUIUTI,-22.8193,-46.6937,0,35,2955,11,America/Sao_Paulo
618,3555000,TUPA,-21.9335,-50.5191,0,35,7201,14,America/Sao_Paulo
619,3555109,TUPI PAULISTA,-21.3825,-51.575,0,35,7203,18,America/Sao_Paulo
620,3555208,TURIUBA,-20.9428,-50.1135,0,35,7205,18,America/Sao_Paulo
621,3555307,TURMALINA,-20.0486,-50.4792,0,35,7207,17,America/Sao_Paulo
622,3555356,UBARANA,-21.165,-49.7198,0,35,2971,17,America/Sao_Paulo
623,3555406,UBATUBA,-23.4332,-45.0834,0,35,7209,12,America/Sao_Paulo
624,3555505,UBIRAJARA,-22.5272,-49.6613,0,35,7211,14,America/Sao_Paulo
625,3555604,UCHOA,-20.9511,-49.1713,0,35,7213,17,America/Sao_Paulo
626,3555703,UNIAO PAULISTA,-20.8862,-49.9025,0,35,7215,17,America/Sao_Paulo
627,3555802,URANIA,-20.2455,-50.6455,0,35,7217,17,America/Sao_Paulo
628,3555901,URU,-21.7866,-49.2848,0,35,7219,14,America/Sao_Paulo
629,3556008,URUPES,-21.2032,-49.2931,0,35,7221,17,America/Sao_Paulo
630,3556107,VALENTIM GENTIL,-20.4217,-50.0889,0,35,7223,17,America/Sao_Paulo
631,3556206,VALINHOS,-22.9698,-46.9974,0,35,7225,19,America/Sao_Paulo
632,3556305,VALPARAISO,-21.2229,-50.8699,0,35,7227,18,America/Sao_Paulo
633,3556354,VARGEM,-22.887,-46.4124,0,35,2957,11,America/Sao_Paulo
634,3556404,VARGEM GRANDE DO SUL,-21.8322,-46.8913,0,35,7231,19,America/Sao_Paulo
635,3556453,VARGEM GRANDE PAULISTA,-23.5993,-47.022,0,35,7273,11,America/Sao_Paulo
636,3556503,VARZEA PAULISTA,-23.2136,-46.8234,0,35,7233,11,America/Sao_Paulo
637,3556602,VERA CRUZ,-22.2183,-49.8207,0,35,7235,14,America/Sao_Paulo
638,3556701,VINHEDO,-23.0302,-46.9833,0,35,7237,19,America/Sao_Paulo
639,3556800,VIRADOURO,-20.8734,-48.293,0,35,7239,17,America/Sao_Paulo
640,3556909,VISTA ALEGRE DO ALTO,-21.1692,-48.6284,0,35,7241,16,America/Sao_Paulo
641,3556958,VITORIA BRASIL,-20.1956,-50.4875,0,35,828,17,America/Sao_Paulo
642,3557006,VOTORANTIM,-23.5446,-47.4388,0,35,7243,15,America/Sao_Paulo
643,3557105,VOTUPORANGA,-20.4237,-49.9781,0,35,7245,17,America/Sao_Paulo
644,3557154,ZACARIAS,-21.0506,-50.0552,0,35,2973,18,America/Sao_Paulo
