,data,nome_feriado,tipo_feriado,descricao_feriado,UF,Cidade
2801,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2.129 17.06.2005,SP,Francisco Morato 
2802,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 535/2005,SP,Franco da Rocha 
2803,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Gália 
2804,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2.082 de 9 de março de 2009,SP,Getulina 
2805,19/03/2020,Dia de São José,MUNICIPAL,"Dia de São José, padroeiro da Cidade",SP,Guapiara 
2806,24/12/2020,Elevação a Município,MUNICIPAL,Elevação de Guapiara a Município - Lei Municipal 1.342/2002,SP,Guapiara 
2807,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Guaratinguetá 
2808,13/06/2020,Dia de Santo Antônio,MUNICIPAL,"Aniversário da cidade e dia de Santo Antônio, padroeiro",SP,Guaratinguetá 
2809,25/10/2020,Dia de Frei Galvão,MUNICIPAL,"Dia de Frei Galvão, Lei nº 4.025 de 14/04/08",SP,Guaratinguetá 
2810,15/01/2020,Santo Amaro,MUNICIPAL,"Dia de Santo Amaro, padroeiro da cidade",SP,Guarujá 
2811,10/04/2020,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,Guarujá 
2812,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Guarujá 
2813,02/11/2020,Finados,MUNICIPAL,Dia de Finados,SP,Guarujá 
2814,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3784, de 11.11.2009",SP,Guarujá 
2815,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 5950/03,SP,Guarulhos 
2816,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Holambra 
2817,25/05/2020,Divino Esp. Santo,MUNICIPAL,"Divino Espírito Santo, padroeiro da cidade",SP,Holambra 
2818,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Holambra 
2819,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 958 de 31.10.2001,SP,Hortolândia 
2820,26/07/2020,São Joaquim,MUNICIPAL,Padroeiro do município,SP,Igaraçu do Tietê 
2821,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Ilha Comprida 
2822,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Ilha Comprida 
2823,27/10/2020,Emancipação do município,MUNICIPAL,Comemoração da Emancipação Política Administrativa do Município,SP,Ilha Comprida 
2824,08/12/2020,Imaculada Conceição,MUNICIPAL,Padroeira do Município,SP,Ilha Comprida 
2825,04/10/2020,S. Francisco de Assis,MUNICIPAL,"Dia de São Francisco de Assis, conforme lei Nº 787, de 27 de Setembro de 2001",SP,Ilha Solteira 
2826,20/11/2020,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme lei Nº 1987, de 13 de Novembro de 2012",SP,Ilha Solteira 
2827,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Ilhabela 
2828,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Ilhabela 
2829,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 451, de 2007",SP,Ilhabela 
2830,25/04/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Itabera,SP,Itaberá 
2831,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Itajobi 
2832,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1713, de 2008",SP,Itapecerica da Serra 
2833,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1699, de 8.12.2004",SP,Itapevi 
2834,15/08/2020,Divino Espírito Santo,MUNICIPAL,Dia do Padroeiro,SP,Itápolis 
2835,20/10/2020,Aniversário da cidade,MUNICIPAL,Emancipação política de Itápolis,SP,Itápolis 
2836,10/04/2020,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feria Santa, feriado municipal",SP,Itaquaquecetuba 
2837,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Itaquaquecetuba 
2838,08/09/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade,SP,Itaquaquecetuba 
2839,20/11/2020,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Itaquaquecetuba 
2840,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3951, de 1997",SP,Itatiba 
2841,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Itatinga 
2842,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Itatinga 
2843,24/07/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Itatinga,SP,Itatinga 
2844,02/11/2020,Finados,MUNICIPAL,Finados,SP,Itatinga 
2845,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 624, de 2005",SP,Itu 
2846,20/01/2020,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade. Lei nº 262/80",SP,Itupeva 
2847,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa. Lei nº 262/80,SP,Itupeva 
2848,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi. Lei nº 262/80,SP,Itupeva 
2849,20/11/2020,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Itupeva 
2850,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1567 de 03 12 2004,SP,Jaguariúna 
2851,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1.399, de 20 de março de 2009",SP,Jambeiro 
2852,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1713, de maio de 2008",SP,Jandira 
2853,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1760, de 12.03.2008",SP,Jarinu 
2854,15/08/2020,Aniversário da Cidade,MUNICIPAL,Aniversário do município,SP,Jaú 
2855,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4316, de 2009",SP,Jaú 
2856,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,João Ramalho 
2857,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1498 DE 08 de novembro de 2007,SP,Juquitiba 
2858,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2780, de 2003",SP,Leme 
2859,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2780, de 2003",SP,Limeira 
2860,20/01/2020,Dia do padroeiro,MUNICIPAL,"Dia de São Sebastião, padroeiro da cidade.",SP,Louveira 
2861,21/03/2020,Aniversário da cidade,MUNICIPAL,Emancipação Político-administrativa,SP,Louveira 
2862,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Louveira 
2863,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Louveira 
2864,20/11/2020,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Louveira 
2865,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Mairinque 
2866,27/03/2020,Aniversário do Município,MUNICIPAL,Aniversário do Município ,SP,Mairiporã 
2867,15/09/2020,Nossa Sra do Desterro,MUNICIPAL,Dia de Nossa Senhora do Desterro,SP,Mairiporã 
2868,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3878, de 20.11.2005",SP,Mauá 
2869,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Meridiano 
2870,01/10/2020,Santa Terezinha,MUNICIPAL,Padroeira do município,SP,Mirante do Paranapanema 
2871,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 566, de 2004",SP,Mococa 
2872,10/04/2020,Sexta-Feira Santa,MUNICIPAL,"Sexta-Feira Santa, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
2873,15/05/2020,Aniversário da Cidade,MUNICIPAL,"Aniversário da Cidade de Monte Alto, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
2874,06/08/2020,Dia do Padroeiro,MUNICIPAL,"Dia do Padroeiro da Cidade, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
2875,02/11/2020,Finados,MUNICIPAL,"Dia de Finados, segundo lei nº 585, de 18/04/1967",SP,Monte Alto 
2876,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,Monte Mor 
2877,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Monte Mor 
2878,15/08/2020,N. Sra. do Patrocínio,MUNICIPAL,Padroeira do município,SP,Monte Mor 
2879,02/11/2020,Finados,MUNICIPAL,Dia de Finados,SP,Monte Mor 
2880,20/11/2020,Consciência Negra,MUNICIPAL,Dia da Consciência Negra,SP,Monte Mor 
2881,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Morro Agudo 
2882,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Murutinga do Sul 
2883,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Novo Horizonte 
2884,02/03/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Olímpia,SP,Olímpia 
2885,24/06/2020,São João Batista,MUNICIPAL,"Dia do Padroeiro da Cidade, São João Batista",SP,Olímpia 
2886,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Orlândia 
2887,19/02/2020,Emancipação de Osasco,MUNICIPAL,Aniversário da Emancipação do Município,SP,Osasco 
2888,10/04/2020,Sexta-feira Santa,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
2889,11/06/2020,Corpus Christi,MUNICIPAL,"conforme Decreto 10.933, de 20 de dezembro de 2013",SP,Osasco 
2890,13/06/2020,Dia de Santo Antônio,MUNICIPAL, Padroeiro de Osasco,SP,Osasco 
2891,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Osvaldo Cruz 
2892,20/01/2020,"Fundação da cidade de Palmital e dia de São Sebastião, padroeiro da cidade",MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
2893,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
2894,11/06/2020,Corpus Christi,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
2895,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Conforme a Lei nº 2177 de 22 de dezembro de 2006,SP,Palmital 
2896,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Panorama 
2897,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Feriado em Homenagem a Zumbi dos Palmares,SP,Panorama 
2898,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 823/08 de 21 de agosto de 2.008,SP,Paraíso 
2899,20/01/2020,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da Cidade, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
2900,06/04/2020,Aniversário do Município,MUNICIPAL,"Aniversário da Cidade de Pedra Bela, conforme lei Nº 03, de 15 de abril de 1983",SP,Pedra Bela 
2901,09/08/2020,Nossa Sra da Pedra,MUNICIPAL,"Dia de Nossa Senhora da Pedra, conforme lei 321, de 29 de setembro de 2010.",SP,Pedra Bela 
2902,20/11/2020,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, conforme lei 489, de 29 de maio de 2015",SP,Pedra Bela 
2903,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Pedranópolis 
2904,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Emenda a Lei Orgânica do Município no 30/08,SP,Pedreira 
2905,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1.017, de 20 de Dezembro de 2006",SP,Pedro de Toledo 
2906,04/10/2020,São Francisco de Assis,MUNICIPAL,Padroeiro do município,SP,Penápolis 
2907,11/08/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Fundação de Pereira Barreto,SP,Pereira Barreto 
2908,03/12/2020,São Francisco Xavier,MUNICIPAL,Dia do Padroeiro da cidade,SP,Pereira Barreto 
2909,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Piacatu 
2910,10/04/2020,Paixão de Cristo,MUNICIPAL,Dia da Paixão de Cristo,SP,Pindamonhangaba 
2911,13/04/2020,São Benedito,MUNICIPAL,Dia de São Benedito,SP,Pindamonhangaba 
2912,08/09/2020,N. Sra do Bom Sucesso,MUNICIPAL,Dia de Nossa Senhora do Bom Sucesso,SP,Pindamonhangaba 
2913,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 5242/2003,SP,Piracicaba 
2914,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 855, de 28 de março de 2007",SP,Pirapora do Bom Jesus 
2915,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Pongaí 
2916,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal 4.530, 05/11/2007",SP,Porto Feliz 
2917,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Ribeirão Pires 
2918,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 4.653/2002,SP,Ribeirão Pires 
2919,20/01/2020,São Sebastião,MUNICIPAL,"Dia de São Sebastião, padroeiro da cidade, conforme Lei 11919/09 de 10/03/2009",SP,Ribeirão Preto 
2920,10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Lei 11919/09 de 10/03/2009,SP,Ribeirão Preto 
2921,11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei 11919/09 de 10/03/2009,SP,Ribeirão Preto 
2922,19/06/2020,Aniversário da cidade,MUNICIPAL,Santa Juliana Falconieri,SP,Ribeirão Preto 
2923,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 1657/2007,SP,Rincão 
2924,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 03718/2006,SP,Rio Claro 
2925,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Salesópolis 
2926,08/09/2020,Nossa Sra Mont Serrat,MUNICIPAL,Dia da Padroeira da Cidade,SP,Salto 
2927,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 2933, de 2009",SP,Salto 
2928,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 535 de 05 de dezembro de 2007,SP,Santa Albertina 
2929,04/12/2020,Santa Bárbara,MUNICIPAL,"Dia de Santa Bárbara, padroeira da cidade",SP,Santa Bárbara d'Oeste 
2930,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No 2396/2007,SP,Santa Isabel 
2931,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,Santa Rosa de Viterbo 
2932,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Santa Rosa de Viterbo 
2933,04/09/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Santa Rosa de Viterbo,SP,Santa Rosa de Viterbo 
2934,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal no 3113/07 de 27 de junho de 2007,SP,Santa Rosa de Viterbo 
2935,10/04/2020,Sexta-feira Santa,MUNICIPAL,"conforme Decreto 16.465, DE 18 de dezembro de 2013",SP,Santo André 
2936,11/06/2020,Corpus Christi,MUNICIPAL,"conforme Decreto 16.465, DE 18 de dezembro de 2013",SP,Santo André 
2937,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 8578, de 12.02.2003",SP,Santo André 
2938,26/01/2020,Aniversário da Cidade,MUNICIPAL,Feriado para Comemoração do Aniversário da Cidade de Santos,SP,Santos 
2939,08/09/2020,N. Sra do Monte Serrat,MUNICIPAL,Feriado em Comemoração ao dia de Nossa Senha de Monte Serrat,SP,Santos 
2940,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Art.245 da Lei Orgânica do Município,SP,Santos 
2941,10/04/2020,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,São Bernardo do Campo 
2942,11/06/2020,Corpus Christi,MUNICIPAL,conforme Decreto 18.735 de 19 de dezembro de 2013,SP,São Bernardo do Campo 
2943,20/11/2020,Consciência Negra,MUNICIPAL,Feriado do Dia da Consciência Negra,SP,São Bernardo do Campo 
2944,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4446, de 2009",SP,São Caetano do Sul 
2945,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 1982, de 2006",SP,São João da Boa Vista 
2946,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,São José da Bela Vista 
2947,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,São José do Barreiro 
2948,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,São José do Rio Pardo 
2949,10/04/2020,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,São José do Rio Preto 
2950,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,São José do Rio Preto 
2951,19/03/2020,"Dia de São José, Padroeiro da Cidade - Lei 2.096, de 30/11/2012",MUNICIPAL,"De acordo com a Lei nº 8821, de 27/11/2012",SP,São José dos Campos 
2952,27/07/2020,"Data de Fundação da Cidade - Lei 1324, DE 23/02/1967",MUNICIPAL, https://www.leismunicipais.com.br/a/sp/s/sao-jose-dos-campos/lei-ordinaria/1967/132/1324/lei-ordinaria-n-1324-1967-dispoe-sobre-os-feriados-locais.html,SP,São José dos Campos 
2953,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,São Luís do Paraitinga 
2954,13/04/2020,São Benedito,MUNICIPAL,Dia de São Benedito,SP,São Luís do Paraitinga 
2955,08/05/2020,Aniversário da cidade,MUNICIPAL,Celebração da fundação do município,SP,São Luís do Paraitinga 
2956,19/08/2020,São Luiz de Tolosa,MUNICIPAL,Padroeiro do município,SP,São Luís do Paraitinga 
2957,08/12/2020,Nossa Sra da Conceição,MUNICIPAL,Consagração a Nossa Senhora,SP,São Luís do Paraitinga 
2958,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal n° 790/2010,SP,São Manuel 
2959,25/01/2020,Aniversário da Cidade,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
2960,10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
2961,11/06/2020,Corpus Christi,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
2962,02/11/2020,Finados,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
2963,20/11/2020,Dia da Consciência Negra,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
2964,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Homenagem a Zumbi dos Palmares, dia da consciência negra.",SP,São Sebastião 
2965,22/01/2020,Aniversário da Cidade,MUNICIPAL,"Aniversário da Fundação de São Vicente, conforme Lei Municipal 1.332/67",SP,São Vicente 
2966,10/04/2020,Sexta-Feria Santa,MUNICIPAL,"Sexta-Feria Santa, conforme Lei Municipal 1.332/67",SP,São Vicente 
2967,11/06/2020,Corpus Christi,MUNICIPAL,"Corpus Christi, conforme Lei Municipal 1.332/67",SP,São Vicente 
2968,02/11/2020,Finados,MUNICIPAL,"Dia de Finados, conforme Lei Municipal 1.332/67",SP,São Vicente 
2969,20/11/2020,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, definido pela lei Municipal 1.814-A/06, , alterada pela Lei 1.926/07",SP,São Vicente 
2970,20/11/2020,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 1.508/2009,SP,Sete Barras 
2971,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Severínia 
2972,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 8120, de 2007",SP,Sorocaba 
2973,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3922, de 2004",SP,Sumaré 
2974,20/01/2020,"Dia de São Sebastião, padroeiro da Cidade",MUNICIPAL,http://leismunicipa.is/tgpch,SP,Suzano 
2975,10/04/2020,Sexta-feira Santa,MUNICIPAL,conforme Decreto Municipal nº 8652 de 06 de janeiro de 2015,SP,Suzano 
2976,11/06/2020,Corpus Christi,MUNICIPAL,conforme Decreto Municipal nº 8652 de 06 de janeiro de 2015,SP,Suzano 
2977,20/11/2020,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4319, de 2009",SP,Suzano 
2978,19/02/2020,Aniversário da cidade,MUNICIPAL,Emancipação do Município,SP,Taboão da Serra 
2979,10/04/2020,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,Taboão da Serra 
2980,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Taboão da Serra 
2981,01/10/2020,Amor Misericordioso,MUNICIPAL,"Dia do Amor Misericordioso de Deus, de acordo com a lei 051/2015.",SP,Taboão da Serra 
2982,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Taiaçu 
2983,10/04/2020,Sexta-feira da Paixão,MUNICIPAL,"Sexta-feira da paixão, conforme Lei nº 4.128/07",SP,Taubaté 
2984,22/04/2020,São Benedito,MUNICIPAL,"Festa de São Benedito, conforme Lei nº 4.128/07",SP,Taubaté 
2985,11/06/2020,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Taubaté 
2986,04/10/2020,São Francisco de Assis,MUNICIPAL,"Comemorações do dia do padroeiro da cidade, São Francisco de Assis, conforme Lei nº 4.128/07",SP,Taubaté 
2987,05/12/2020,Aniversário da Cidade,MUNICIPAL,"Aniversário da Cidade de Taubaté, conforme Lei nº 4.562/11",SP,Taubaté 
2988,25/02/2020,Carnaval,MUNICIPAL,"Feriado de Carnaval, conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
2989,10/04/2020,Sexta-Feira Santa,MUNICIPAL,"Feriado conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
2990,11/06/2020,Corpus Christi,MUNICIPAL,"Feriado conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
2991,19/03/2020,São José,MUNICIPAL,Dia de São José,SP,Torrinha 
2992,28/10/2020,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Ubatuba,SP,Ubatuba 
2993,10/08/2020,São Lourenço,MUNICIPAL,"Dia de São Lourenço, Padroeiro de Urupês",SP,Urupês 
2994,24/09/2020,Aniversário da Cidade,MUNICIPAL,Aniversário de Urupês,SP,Urupês 
2995,13/06/2020,Dia de Santo Antônio,MUNICIPAL,,SP,Adamantina 
2996,08/12/2020,Feriado Municipal,MUNICIPAL,,SP,Adamantina 
2997,30/11/2020,Feriado Municipal,MUNICIPAL,,SP,Adolfo 
2998,11/02/2020,Feriado Municipal,MUNICIPAL,,SP,Águas da Prata 
2999,03/07/2020,Feriado Municipal,MUNICIPAL,,SP,Águas da Prata 
3000,02/07/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de Lindóia 
3001,16/11/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de Lindóia 
3002,20/04/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de Santa Bárbara 
3003,04/12/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de Santa Bárbara 
3004,25/07/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de São Pedro 
3005,08/12/2020,Feriado Municipal,MUNICIPAL,,SP,Águas de São Pedro 
3006,27/07/2020,Feriado Municipal,MUNICIPAL,,SP,Agudos 
3007,04/04/2020,Feriado Municipal,MUNICIPAL,,SP,Alfredo Marcondes 
3008,24/12/2020,Feriado Municipal,MUNICIPAL,,SP,Alfredo Marcondes 
3009,20/01/2020,Feriado Municipal,MUNICIPAL,,SP,Altair 
3010,20/11/2020,Dia da Consciência Negra,MUNICIPAL,,SP,Altair 
3011,08/12/2020,Feriado Municipal,MUNICIPAL,,SP,Altair 
3012,31/12/2020,Feriado Municipal,MUNICIPAL,,SP,Altair 
3013,09/03/2020,Feriado Municipal,MUNICIPAL,,SP,Altinópolis 
3014,15/09/2020,Feriado Municipal,MUNICIPAL,,SP,Altinópolis 
3015,24/06/2020,Feriado Municipal,MUNICIPAL,,SP,Alto Alegre 
3016,15/08/2020,Feriado Municipal,MUNICIPAL,,SP,Alto Alegre 
3017,02/04/2020,Feriado Municipal,MUNICIPAL,,SP,Alumínio 
3018,10/04/2020,Feriado Municipal,MUNICIPAL,,SP,Álvares Florence 
3019,24/06/2020,Feriado Municipal,MUNICIPAL,,SP,Álvares Florence 
3020,30/11/2020,Feriado Municipal,MUNICIPAL,,SP,Álvares Machado 
3021,22/11/2020,Feriado Municipal,MUNICIPAL,,SP,Álvaro de Carvalho 
3022,13/06/2020,Dia de Santo Antônio,MUNICIPAL,,SP,Alvinlândia 
3023,08/08/2020,Feriado Municipal,MUNICIPAL,,SP,Alvinlândia 
3024,13/06/2020,Dia de Santo Antônio,MUNICIPAL,,SP,Americana 
3025,21/03/2020,Feriado Municipal,MUNICIPAL,,SP,Américo Brasiliense 
3026,24/06/2020,Feriado Municipal,MUNICIPAL,,SP,Américo de Campos 
3027,20/11/2020,Dia da Consciência Negra,MUNICIPAL,,SP,Américo de Campos 
3028,08/04/2020,Feriado Municipal,MUNICIPAL,,SP,Amparo 
3029,08/09/2020,Feriado Municipal,MUNICIPAL,,SP,Amparo 
3030,21/06/2020,Feriado Municipal,MUNICIPAL,,SP,Analândia 
3031,26/07/2020,Feriado Municipal,MUNICIPAL,,SP,Analândia 
3032,20/11/2020,Dia da Consciência Negra,MUNICIPAL,,SP,Analândia 
3033,08/12/2020,Feriado Municipal,MUNICIPAL,,SP,Analândia 
3034,20/01/2020,Feriado Municipal,MUNICIPAL,,SP,Andradina 
3035,11/07/2020,Feriado Municipal,MUNICIPAL,,SP,Andradina 
3036,11/03/2020,Feriado Municipal,MUNICIPAL,,SP,Angatuba 
3037,15/04/2020,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
3038,08/09/2020,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
3039,20/11/2020,Dia da Consciência Negra,MUNICIPAL,,SP,Anhembi 
3040,06/08/2020,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
3041,13/12/2020,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
3042,17/12/2020,Feriado Municipal,MUNICIPAL,,SP,Aparecida 
3043,22/03/2020,Feriado Municipal,MUNICIPAL,,SP,Aparecida d'Oeste 
3044,13/06/2020,Dia de Santo Antônio,MUNICIPAL,,SP,Apiaí 
3045,14/08/2020,Feriado Municipal,MUNICIPAL,,SP,Apiaí 
3046,19/05/2020,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
3047,16/09/2020,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
3048,02/12/2020,Feriado Municipal,MUNICIPAL,,SP,Araçatuba 
3049,07/04/2020,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
3050,15/09/2020,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
3051,04/04/2020,Feriado Municipal,MUNICIPAL,,SP,Aramina 
3052,13/06/2020,Dia de Santo Antônio,MUNICIPAL,,SP,Aramina 
3053,20/11/2020,Dia da Consciência Negra,MUNICIPAL,,SP,Aramina 
3054,15/08/2020,Feriado Municipal,MUNICIPAL,,SP,Arandu 
3055,30/11/2020,Feriado Municipal,MUNICIPAL,,SP,Arandu 
